MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,YearBuilt,RoofStyle,RoofMatl,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscVal,SaleType,SaleCondition,SalePrice,MasVnr,SecondFloor,Baths,Porch,Pool
A,RL,0.3065005757353711,1.0,Lvl,Inside,Somerst,Norm,1Fam,1Story,0.7777777777777778,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Ex,TA,Av,0.5258889582033687,1.0,1.0,0.32834379526798646,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.3333333333333333,Gd,Attchd,RFn,0.45755395683453237,TA,TA,Y,0.0,0.0,WD,Normal,Level4,1.0,0.0,0.4,True,0.0
F,RL,0.5397955267106319,0.0,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,0.6666666666666666,0.9130434782608695,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.3727386150966937,0.75,1.0,0.36335103814582326,0.5,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,0.0,NoFireplace,Attchd,Fin,0.3496402877697842,TA,TA,Y,0.0,0.0,WD,Normal,Level3,1.0,1.0,0.4,True,0.0
G,RL,0.3529083359503123,0.0,Lvl,Corner,BrkSide,RRn,1Fam,2Story,0.6666666666666666,0.2753623188405797,Gable,CompShg,HdBoard,0.3333333333333333,BrkTil,Gd,TA,No,0.22707423580786026,0.5,0.0,0.40680830516658617,0.375,0.3333333333333333,0.6666666666666666,0.5,Typ,0.0,NoFireplace,Detchd,Unf,0.38273381294964026,TA,TA,Y,1.0,0.0,WD,Normal,Level2,0.0,1.0,0.0,True,0.0
N,FV,0.06734359189085454,1.0,Lvl,Corner,Somerst,Norm,Twnhs,2Story,0.5555555555555556,0.9202898550724637,Gable,CompShg,MetalSd,0.3333333333333333,PConc,Gd,TA,No,0.22738615096693698,0.75,1.0,0.27136648961854176,0.25,0.3333333333333333,0.3333333333333333,0.25,Typ,0.3333333333333333,Fa,Detchd,Unf,0.31654676258992803,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,1.0,0.4,True,0.0
F,RL,0.3182595345266757,1.0,Lvl,Inside,NWAmes,Norm,1Fam,2Story,0.6666666666666666,0.8405797101449275,Gable,CompShg,HdBoard,0.3333333333333333,CBlock,Gd,TA,No,0.3056768558951965,0.5,1.0,0.3331723804925157,0.375,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,0.3333333333333333,TA,Attchd,Unf,0.35683453237410073,TA,TA,Y,1.0,0.03225806451612903,WD,Normal,Level2,1.0,1.0,0.4,True,0.0
E,RL,0.5653721344080394,1.0,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,0.5555555555555556,0.5507246376811594,Gable,CompShg,VinylSd,0.3333333333333333,CBlock,TA,TA,No,0.28446662507797876,0.5,1.0,0.27136648961854176,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.3333333333333333,Gd,Attchd,Unf,0.23741007194244604,TA,TA,Y,0.0,0.0,WD,Abnorml,Level1,0.0,1.0,0.2,True,0.0
L,RL,0.23420217034788374,1.0,Lvl,Inside,SawyerW,Norm,Twnhs,1Story,0.5555555555555556,0.782608695652174,Gable,CompShg,Plywood,0.3333333333333333,CBlock,Gd,TA,No,0.2878976918278228,0.5,1.0,0.14220183486238533,0.25,0.3333333333333333,0.3333333333333333,0.25,Typ,0.3333333333333333,TA,Attchd,RFn,0.18992805755395684,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
A,RL,0.294846296102446,1.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,0.6666666666666666,0.927536231884058,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.5084217092950717,1.0,1.0,0.312892322549493,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.3333333333333333,TA,Attchd,Unf,0.32446043165467625,TA,TA,Y,0.0,0.0,WD,Normal,Level3,1.0,0.0,0.2,True,0.0
A,RL,0.32101608569733764,1.0,Lvl,FR,NAmes,Norm,1Fam,1Story,0.3333333333333333,0.717391304347826,Gable,CompShg,HdBoard,0.3333333333333333,CBlock,TA,TA,No,0.2694946974422957,0.5,1.0,0.12795750845002415,0.375,0.3333333333333333,0.3333333333333333,0.25,Typ,0.3333333333333333,Po,NoGarage,NoGarage,0.0,NoGarage,NoGarage,Y,0.0,0.0,ConLI,Normal,Level2,0.0,0.0,0.0,False,0.0
F,RL,0.49143375553927215,0.0,Lvl,Inside,Gilbert,RRn,1Fam,2Story,0.6666666666666666,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Av,0.24578914535246413,1.0,1.0,0.2790922259777885,0.375,0.3333333333333333,0.6666666666666666,0.5,Typ,0.3333333333333333,Gd,Attchd,Fin,0.27913669064748203,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.6,True,0.0
F,RL,0.40845807599706896,0.0,Lvl,Corner,Gilbert,Norm,1Fam,2Story,0.6666666666666666,0.9057971014492754,Gable,CompShg,HdBoard,0.3333333333333333,PConc,Gd,TA,No,0.3006862133499688,0.75,1.0,0.45919845485272814,0.5,0.3333333333333333,0.6666666666666666,0.5,Typ,0.3333333333333333,TA,BuiltIn,Fin,0.4618705035971223,TA,TA,Y,0.0,0.0,WD,Normal,Level3,1.0,1.0,0.4,False,0.0
N,RL,0.04633797410935483,1.0,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,0.6666666666666666,0.9492753623188406,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.23830318153462257,1.0,1.0,0.3119266055045872,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.0,NoFireplace,BuiltIn,RFn,0.3410071942446043,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,1.0,0.4,True,0.0
E,RM,0.16818451446317037,1.0,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,0.3333333333333333,0.45652173913043476,Gable,CompShg,AsbShng,0.3333333333333333,BrkTil,TA,TA,No,0.2757330006238303,1.0,1.0,0.2991308546595847,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.0,NoFireplace,Detchd,Unf,0.17266187050359713,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.0,True,0.0
I,RL,0.19644788722565337,0.0,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,0.4444444444444444,0.6231884057971014,Hip,CompShg,Wd Sdng,0.3333333333333333,CBlock,TA,TA,Av,0.3312538989394885,1.0,1.0,0.24577498792853694,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Min,0.0,NoFireplace,BuiltIn,Unf,0.20719424460431654,TA,TA,Y,0.0,0.0,WD,Abnorml,Level2,1.0,0.0,0.2,True,0.0
A,RL,0.2882166160717401,0.0,Lvl,Corner,CollgCr,Norm,1Fam,1Story,0.4444444444444444,0.7246376811594203,Hip,CompShg,MetalSd,0.3333333333333333,CBlock,TA,TA,Mn,0.2694946974422957,1.0,1.0,0.12795750845002415,0.375,0.3333333333333333,0.3333333333333333,0.25,Typ,0.0,NoFireplace,Attchd,RFn,0.20719424460431654,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.0,False,0.0
A,RL,0.32827384067832094,0.0,Lvl,Inside,ClearCr,Norm,1Fam,1Story,0.4444444444444444,0.6014492753623188,Hip,CompShg,Wd Sdng,0.6666666666666666,CBlock,TA,TA,No,0.5043668122270742,1.0,1.0,0.37011105746016415,0.25,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,1.0,Gd,Attchd,Fin,0.21798561151079138,TA,TA,Y,1.0,0.0,COD,Normal,Level2,0.0,0.0,0.2,True,0.0
E,RL,0.23601660909312955,1.0,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,0.4444444444444444,0.5579710144927537,Gable,CompShg,MetalSd,0.3333333333333333,CBlock,TA,TA,Mn,0.2096069868995633,1.0,1.0,0.14244326412361177,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.3333333333333333,Po,Detchd,Unf,0.4143884892086331,TA,TA,Y,1.0,0.12903225806451613,WD,Normal,Level2,0.0,1.0,0.0,False,0.0
A,RL,0.268432255138002,0.0,Lvl,Inside,Gilbert,Norm,1Fam,1Story,0.6666666666666666,0.9782608695652174,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Av,0.40611353711790393,1.0,1.0,0.2337035248672139,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.0,NoFireplace,Attchd,Fin,0.31366906474820144,TA,TA,Y,0.0,0.0,New,Partial,Level2,0.0,0.0,0.2,True,0.0
A,RL,0.2522418786419624,0.0,Lvl,Inside,SawyerW,Norm,1Fam,1Story,0.6666666666666666,0.9347826086956522,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.4535246412975671,1.0,1.0,0.2655721873491067,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.3333333333333333,TA,Attchd,RFn,0.379136690647482,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
A,RL,0.24948532747130048,1.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,0.6666666666666666,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Mn,0.4479101684341859,1.0,1.0,0.26605504587155965,0.375,0.3333333333333333,0.6666666666666666,0.5,Typ,0.0,NoFireplace,Attchd,Unf,0.34820143884892085,TA,TA,Y,0.0,0.0,WD,Normal,Level3,1.0,0.0,0.4,True,0.0
B,RL,0.28054014445723857,1.0,Lvl,Inside,Edwards,Norm,1Fam,1Story,0.3333333333333333,0.5,Hip,CompShg,MetalSd,0.3333333333333333,CBlock,TA,TA,No,0.2096069868995633,0.5,1.0,0.0816030902945437,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,Typ,0.0,NoFireplace,Attchd,Unf,0.1683453237410072,TA,TA,N,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
A,RL,0.6873931400258209,1.0,Bnk,Corner,Crawfor,Norm,1Fam,1Story,0.5555555555555556,0.5869565217391305,Hip,CompShg,Wd Sdng,0.3333333333333333,CBlock,Gd,TA,Mn,0.5642545227698066,0.5,1.0,0.46475132786093676,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.6666666666666666,Gd,Basment,Unf,0.3237410071942446,TA,TA,Y,1.0,0.0,COD,Abnorml,Level3,1.0,0.0,0.4,True,0.0
F,RL,0.5208137059911372,0.0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,0.7777777777777778,0.9130434782608695,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.3206487835308796,1.0,1.0,0.5113471752776436,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,Typ,0.3333333333333333,TA,BuiltIn,Fin,0.4913669064748201,TA,TA,Y,0.0,0.0,WD,Normal,Level3,0.0,1.0,0.4,True,0.0
A,RL,0.2605464252067413,0.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,0.6666666666666666,0.9637681159420289,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Av,0.4086088583905178,1.0,1.0,0.2356349589570256,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.3333333333333333,Gd,Attchd,Fin,0.28776978417266186,TA,TA,Y,0.0,0.0,New,Partial,Level2,0.0,0.0,0.2,False,0.0
A,RL,0.21242890540493387,1.0,Lvl,Corner,NAmes,Norm,1Fam,1Story,0.4444444444444444,0.6304347826086957,Gable,CompShg,MetalSd,0.3333333333333333,CBlock,TA,TA,No,0.33156581409856517,0.75,1.0,0.2397392563978754,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.0,NoFireplace,Detchd,Unf,0.4489208633093525,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,False,0.0
I,RL,0.44715447154471544,1.0,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,0.6666666666666666,0.782608695652174,Gable,CompShg,Plywood,0.3333333333333333,CBlock,Gd,TA,Av,0.4279475982532751,0.5,1.0,0.2747464992757122,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.6666666666666666,TA,Attchd,Unf,0.42302158273381296,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,0.0,0.4,True,0.0
F,RL,0.49289926375658605,0.0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,0.5555555555555556,0.9057971014492754,Gable,CompShg,VinylSd,0.3333333333333333,PConc,Gd,TA,No,0.2894572676232065,1.0,1.0,0.34524384355383875,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.0,NoFireplace,Attchd,RFn,0.3381294964028777,TA,TA,Y,1.0,0.0,WD,Normal,Level3,0.0,1.0,0.6,True,0.0
A,RL,0.38884818032729684,1.0,Lvl,FR,NridgHt,Norm,1Fam,1Story,0.7777777777777778,0.9855072463768116,Hip,CompShg,VinylSd,1.0,PConc,Ex,TA,Av,0.6026200873362445,1.0,1.0,0.3858039594398841,0.25,0.3333333333333333,1.0,0.4166666666666667,Typ,0.3333333333333333,Gd,Attchd,Fin,0.5568345323741007,TA,TA,Y,0.0,0.0,New,Partial,Level4,1.0,0.0,0.4,True,0.0
A,RL,0.5687567605289787,0.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.5555555555555556,0.6376811594202898,Gable,CompShg,Wd Sdng,0.3333333333333333,CBlock,TA,TA,No,0.4610106051154086,1.0,1.0,0.276195074843071,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.6666666666666666,Gd,Attchd,Unf,0.35827338129496406,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,0.0,0.4,True,0.0
A,RL,0.26867650650755437,1.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.5555555555555556,0.6086956521739131,Gable,CompShg,Wd Sdng,0.3333333333333333,CBlock,Gd,TA,No,0.37305053025577045,0.75,1.0,0.2081120231772091,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.3333333333333333,Gd,Attchd,RFn,0.21366906474820144,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,0.0,0.2,True,0.0
A,RL,0.2757946892773649,1.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.4444444444444444,0.6594202898550725,Gable,CompShg,HdBoard,0.3333333333333333,CBlock,TA,TA,No,0.3568309419837804,0.5,1.0,0.19555770159343314,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.0,NoFireplace,Detchd,Unf,0.24172661870503598,TA,TA,Y,0.0,0.0,COD,Normal,Level2,0.0,0.0,0.4,True,0.0
A,RL,0.23106179559649673,1.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.4444444444444444,0.5869565217391305,Gable,CompShg,VinylSd,0.3333333333333333,CBlock,TA,TA,No,0.3296943231441048,0.5,1.0,0.17455335586673104,0.375,0.3333333333333333,0.6666666666666666,0.25,Typ,0.0,NoFireplace,Detchd,Unf,0.17697841726618704,TA,TA,Y,0.0,0.0,WD,Abnorml,Level2,0.0,0.0,0.2,True,0.0
F,RL,0.2465543110366726,0.0,Lvl,Inside,SawyerW,Norm,1Fam,2Story,0.5555555555555556,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.24890829694323144,1.0,1.0,0.3153066151617576,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.0,NoFireplace,Attchd,RFn,0.37410071942446044,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.4,True,0.0
E,RL,0.6973725531246728,1.0,Lvl,Inside,Sawyer,Norm,1Fam,1.5Fin,0.4444444444444444,0.5507246376811594,Gable,CompShg,Wd Sdng,0.3333333333333333,CBlock,TA,TA,No,0.22457891453524642,0.5,1.0,0.22621921776919363,0.5,0.3333333333333333,0.3333333333333333,0.4166666666666667,Typ,0.3333333333333333,Gd,Attchd,Unf,0.22446043165467625,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.2,True,0.0
A,RL,0.26605952754806517,0.0,HLS,Inside,Timber,Norm,1Fam,1Story,0.7777777777777778,0.9782608695652174,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,Av,0.45726762320648784,1.0,1.0,0.27329792370835343,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.0,NoFireplace,Attchd,Fin,0.43884892086330934,TA,TA,Y,0.0,0.0,WD,Normal,Level3,0.0,0.0,0.2,True,0.0
I,RL,0.2035660699954639,1.0,Bnk,Inside,NAmes,Norm,1Fam,SLvl,0.4444444444444444,0.6014492753623188,Gable,CompShg,MetalSd,0.3333333333333333,CBlock,TA,TA,No,0.11977542108546475,0.5,1.0,0.24770642201834864,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Min,0.3333333333333333,TA,Detchd,Unf,0.4115107913669065,TA,TA,Y,1.0,0.0,WD,Normal,Level2,0.0,0.0,0.0,True,0.0
L,RL,0.18364213685055306,0.0,Low,CulDSac,StoneBr,Norm,1Fam,1Story,0.7777777777777778,0.8188405797101449,Gable,CompShg,HdBoard,0.6666666666666666,PConc,Gd,TA,Gd,0.5433562071116657,0.5,1.0,0.3399323998068566,0.25,0.3333333333333333,0.6666666666666666,0.25,Typ,0.3333333333333333,TA,Attchd,RFn,0.40575539568345326,TA,TA,Y,0.0,0.0,WD,Normal,Level3,0.0,0.0,0.4,True,0.0
K,RL,0.3409051257894553,1.0,Lvl,Inside,Mitchel,Norm,Duplex,1Story,0.6666666666666666,0.8405797101449275,Gable,CompShg,VinylSd,0.3333333333333333,CBlock,TA,TA,No,0.5948222083593263,0.75,1.0,0.39232254949299855,0.625,0.6666666666666666,0.3333333333333333,0.5833333333333334,Typ,0.0,NoFireplace,2Types,Unf,0.5510791366906475,TA,TA,Y,0.0,0.0,WD,Family,Level2,1.0,0.0,0.4,False,0.0
F,RL,0.3100596671202763,0.0,Lvl,Inside,NoRidge,Norm,1Fam,2Story,0.6666666666666666,0.8695652173913043,Gable,CompShg,HdBoard,0.6666666666666666,PConc,Gd,TA,No,0.23393636930754835,1.0,1.0,0.383631096088846,0.375,0.3333333333333333,0.6666666666666666,0.5,Typ,0.3333333333333333,TA,Attchd,RFn,0.40575539568345326,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.6,True,0.0
A,RL,0.272863672842737,1.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,0.5555555555555556,0.6231884057971014,Hip,CompShg,MetalSd,0.3333333333333333,CBlock,TA,TA,No,0.39332501559575794,1.0,1.0,0.223804925156929,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.3333333333333333,TA,Attchd,RFn,0.31151079136690646,TA,TA,Y,0.0,0.09032258064516129,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
P,RL,0.3250287867685544,0.0,Bnk,Corner,OldTown,Artery,2fmCon,2Story,0.2222222222222222,0.2028985507246377,Gable,CompShg,HdBoard,0.3333333333333333,CBlock,Fa,TA,Mn,0.30505302557704306,0.5,1.0,0.3295509415741188,0.375,0.6666666666666666,0.3333333333333333,0.4166666666666667,Typ,0.0,NoFireplace,CarPort,Unf,0.302158273381295,Fa,Fa,Y,0.0,0.0,WD,Abnorml,Level1,0.0,1.0,0.4,True,0.0
I,RL,0.4222059387975854,1.0,Lvl,Inside,NAmes,Norm,1Fam,SLvl,0.4444444444444444,0.6811594202898551,Gable,CompShg,VinylSd,0.3333333333333333,CBlock,TA,TA,Av,0.3194011228945727,0.5,1.0,0.1815548044422984,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.3333333333333333,Gd,Attchd,RFn,0.34820143884892085,TA,TA,Y,1.0,0.0,WD,Normal,Level2,1.0,0.0,0.2,False,0.0
F,RL,0.4228340137478628,1.0,Lvl,Inside,NridgHt,Norm,1Fam,2Story,0.7777777777777778,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Ex,TA,Av,0.34840923268870866,1.0,1.0,0.5113471752776436,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,Typ,0.3333333333333333,Gd,BuiltIn,Fin,0.49712230215827335,TA,TA,Y,0.0,0.0,WD,Normal,Level4,1.0,1.0,0.6,True,0.0
A,RL,0.45116717261593214,1.0,Lvl,Corner,NridgHt,Norm,1Fam,1Story,0.7777777777777778,0.9782608695652174,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.48845913911416095,1.0,1.0,0.30564944471269917,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.3333333333333333,Gd,Attchd,RFn,0.6402877697841727,TA,TA,Y,0.0,0.0,WD,Normal,Level3,1.0,0.0,0.2,True,0.0
F,RL,0.255870756132454,1.0,Lvl,FR,CollgCr,Norm,1Fam,2Story,0.5555555555555556,0.9637681159420289,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.23019338739862757,1.0,1.0,0.27571221632061804,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.0,NoFireplace,Attchd,Fin,0.38848920863309355,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.6,True,0.0
K,RL,0.2474964234620887,1.0,Lvl,Corner,NAmes,Norm,Duplex,1Story,0.4444444444444444,0.6304347826086957,Gable,CompShg,MetalSd,0.3333333333333333,CBlock,TA,TA,No,0.5071740486587648,1.0,1.0,0.3326895219700628,0.5,0.6666666666666666,0.3333333333333333,0.5,Typ,0.0,NoFireplace,Attchd,Fin,0.42302158273381296,TA,TA,Y,0.0,0.0,WD,Family,Level2,1.0,0.0,0.2,True,0.0
L,RL,0.06566872535678146,1.0,Lvl,Inside,Blmngtn,Norm,Twnhs,1Story,0.7777777777777778,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.3917654398003743,1.0,1.0,0.2257363592467407,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.3333333333333333,TA,Attchd,Fin,0.30935251798561153,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,0.0,0.2,True,0.0
E,RL,0.19941379671307444,0.0,Bnk,Corner,BrkSide,Norm,1Fam,1.5Fin,0.4444444444444444,0.5652173913043478,Gable,CompShg,MetalSd,0.3333333333333333,CBlock,TA,TA,No,0.22114784778540236,0.5,1.0,0.2098020280057943,0.375,0.3333333333333333,0.6666666666666666,0.25,Typ,0.3333333333333333,TA,Detchd,Unf,0.25323741007194245,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,1.0,0.2,True,0.0
F,RL,0.2449492306081859,1.0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,0.6666666666666666,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.24017467248908297,1.0,1.0,0.3013037180106229,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,Typ,0.0,NoFireplace,Attchd,RFn,0.37410071942446044,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.4,True,0.0
A,RL,0.5553927213091874,1.0,Lvl,Inside,Mitchel,Norm,1Fam,1Story,0.4444444444444444,0.9710144927536232,Gable,CompShg,VinylSd,0.3333333333333333,PConc,Gd,TA,No,0.35558328134747347,1.0,1.0,0.19459198454852727,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.0,NoFireplace,NoGarage,NoGarage,0.0,NoGarage,NoGarage,Y,0.0,0.0,WD,Abnorml,Level1,0.0,0.0,0.0,True,0.0
N,RM,0.04263931051327681,1.0,Lvl,Inside,Edwards,Norm,Twnhs,2Story,0.6666666666666666,0.9565217391304348,Gable,CompShg,VinylSd,0.6666666666666666,PConc,Gd,TA,No,0.3025577043044292,1.0,1.0,0.3319652341863834,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Maj,0.0,NoFireplace,Detchd,Unf,0.2733812949640288,TA,TA,Y,0.0,0.0,WD,Normal,Level2,1.0,1.0,0.2,True,0.0
E,RM,0.16399734812798772,1.0,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,0.3333333333333333,0.463768115942029,Gable,CompShg,MetalSd,0.3333333333333333,BrkTil,TA,TA,No,0.2096069868995633,0.5,1.0,0.23901496861419605,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.0,NoFireplace,Detchd,Unf,0.17266187050359713,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,1.0,0.0,False,0.0
K,RM,0.25025297463275065,0.0,Bnk,Corner,IDOTRR,RRn,Duplex,1Story,0.4444444444444444,0.6594202898550725,Gable,CompShg,Wd Sdng,0.0,CBlock,Gd,TA,Gd,0.2545227698066126,0.5,0.0,0.11636890391115404,0.25,0.3333333333333333,0.3333333333333333,0.25,Typ,0.0,NoFireplace,CarPort,Unf,0.3712230215827338,TA,TA,Y,0.0,0.0,WD,Normal,Level2,0.0,0.0,0.2,True,0.0
D,RH,0.26867650650755437,1.0,Lvl,Corner,SawyerW,Norm,1Fam,1.5Unf,0.5555555555555556,0.4057971014492754,Gable,CompShg,Wd Sdng,0.3333333333333333,BrkTil,Fa,Fa,No,0.2445414847161572,0.5,0.0,0.1086431675519073,0.25,0.3333333333333333,0.3333333333333333,0.25,Typ,0.0,NoFireplace,Detchd,Unf,0.2589928057553957,Fa,Fa,N,0.0,0.0,WD,Normal,Level1,0.0,0.0,0.0,True,0.0
F,FV,0.25611500750200633,1.0,Lvl,Inside,Somerst,Norm,1Fam,2Story,0.6666666666666666,0.9927536231884058,Gable,CompShg,VinylSd,0.3333333333333333,PConc,Gd,TA,No,0.280723643169058,1.0,1.0,0.36648961854176726,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666667,Typ,0.3333333333333333,TA,Attchd,RFn,0.4633093525179856,TA,TA,Y,0.0,0.0,New,Partial,Level3,0.0,1.0,0.6,True,0.0
E,C (all),0.21633692731777104,1.0,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,0.3333333333333333,0.34782608695652173,Gable,CompShg,MetalSd,0.3333333333333333,CBlock,TA,TA,No,0.21771678103555833,0.5,1.0,0.19169483341380975,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,Typ,0.0,NoFireplace,Detchd,RFn,0.37985611510791367,TA,TA,Y,0.0,0.0,COD,Abnorml,Level1,0.0,1.0,0.0,True,0.0
F,RL,0.4247880247042814,1.0,Lvl,Inside,SawyerW,Feedr,1Fam,2Story,0.6666666666666666,0.855072463768116,Gable,CompShg,HdBoard,0.6666666666666666,CBlock,Gd,TA,No,0.2183406113537118,0.75,1.0,0.46088845968131337,0.5,0.3333333333333333,0.6666666666666666,0.5,Typ,0.3333333333333333,TA,Attchd,RFn,0.5366906474820143,TA,TA,Y,0.0,0.0,WD,Normal,Level3,1.0,1.0,0.6,True,0.0
